Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Main Position,Keep
J. Arias,Wolverhampton Wanderers,Wolverhampton Wanderers,"RWF, RCMF, AMF",28,14000000,30/06/2029,23,1258,1,2.38,0,0.76,19.03,44.74,Colombia,Colombia,right,168,70,no,8.66,7.94,63.06,2.29,28.13,0.21,0.28,0.21,3.43,4.51,1.65,1,0.07,0,0,1.29,0.07,1,0.07,0.17,0,0,16,1.14,18.75,6.25,0,0.93,30.77,0.43,50,0.5,14.29,0.14,1.29,55.56,6.87,31.25,1.79,1.22,0.36,20.32,0.72,0.64,28.83,87.59,5.29,75.68,10.45,95.21,6.44,88.89,27.4,90.08,0.5,57.14,16.03,7.43,0.05,0.72,0.07,0,0.07,100,0.21,1.72,95.83,1.22,58.82,0.07,100,0.72,0.36,2.22,61.29,0,,0,,0,0,0,0,,,0.43,,,0.5,0.29,25,1.14,0,0,England Premier League 2025-26,RWF,Keep
O. Aina,Nottingham Forest,Nottingham Forest,RB,29,12000000,30/06/2028,13,1252,0,0.42,1,0.4,13.08,52.2,England,"England, Nigeria",right,184,82,no,7.69,3.81,64.15,2.23,58.06,0.07,0.08,0,5.18,5.98,0.72,3,0.22,0,0,1.94,0,0,0,0.03,0,0,10,0.72,10,0,0.07,2.37,24.24,0.07,0,2.16,23.33,0.14,2.3,56.25,5.46,44.74,0.79,1.65,0.07,23.65,0.5,0.72,33.86,81.95,13.87,78.76,5.1,90.14,8.27,83.48,28.04,90,3.59,54,17.99,32.81,0.03,0.22,0.14,0,0,0,0.14,3.59,84,1.44,35,0.5,28.57,0.36,0.58,6.04,64.29,0,,0,,0,0,0,0,,,1.15,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
W. Fofana,Chelsea,Chelsea,RCB,25,25000000,30/06/2029,17,1249,0,0.48,1,0.42,15.64,55.76,France,"France, Côte d'Ivoire",right,186,76,no,7.93,4.25,57.63,6.34,56.82,0.07,0.11,0.72,5.4,8.43,1.15,3,0.22,1,0.07,0.5,0,0,0,0.03,0,0,1,0.07,0,0,0.07,0.22,33.33,0,0,0.22,33.33,0.14,0.43,100,2.38,51.52,0.65,1.51,0.5,43.59,0.36,0.72,56.93,91.77,21.76,84.11,5.04,97.14,22.55,98.4,53.76,94.24,2.95,51.22,17.36,27.23,0.03,0.14,0.07,0,0,0,0.07,6.27,83.91,0.36,60,0,0,0,0.07,7.93,70,0,,0,,0,0,0,0,,,3.39,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
F. Schär,Newcastle United,Newcastle United,"RCB, LCB",34,10000000,30/06/2026,16,1248,0,1.39,0,0.14,12.84,56.74,Switzerland,Switzerland,right,186,84,no,6.63,4.11,57.89,4.98,57.97,0,0,0.79,4.25,6.7,1.01,1,0.07,0,0,0.58,0,0,0,0.1,0,0,15,1.08,26.67,0,0,0.36,20,0.14,0,0.22,33.33,0.14,0.29,75,0.87,41.67,0.87,0.72,0,38.44,0.22,0.43,54.66,84.3,25.1,72.41,2.45,91.18,22.79,96.52,45.07,93.76,9.23,40.63,22.71,39.49,0.01,0.07,0,0,0,0,0.07,9.3,58.91,1.66,26.09,1.37,10.53,0.36,0.07,9.81,73.53,0,,0,,0,0,0,0,,,1.44,,,0.14,0.14,50,0,0,0,England Premier League 2025-26,RCB,Keep
J. Justin,Leeds United,Leeds United,"RCB, RB, LB",28,15000000,30/06/2029,20,1244,1,1.38,1,1.96,14.18,53.57,England,"England, St. Lucia",right,183,80,no,9.26,6,66.27,3.69,45.1,0.43,0.5,0.51,4.85,5.58,0.65,2,0.14,0,0,0.87,0.07,1,0.07,0.1,0,0,11,0.8,36.36,9.091,0.07,0.94,15.38,0.22,33.33,0.72,10,0.14,0.94,46.15,2.75,42.11,1.52,0.65,0.14,21.56,0.87,1.45,30.1,79.81,12.08,66.47,6.15,98.82,6.51,83.33,25.1,86.46,4.05,53.57,19.61,26.16,0.14,0.65,0,0,0,0,0.14,3.83,62.26,0.94,23.08,0.36,40,0.36,0.14,5.57,66.23,0,,0,,0,0,0,0,,,1.45,,,0.14,0,0,0.65,0,0,England Premier League 2025-26,RCB,Keep
Hwang Hee-Chan,Wolverhampton Wanderers,Wolverhampton Wanderers,"CF, LW",30,25000000,30/06/2028,20,1234,2,1.9,1,0.64,13.13,38.33,Korea Republic,Korea Republic,right,177,77,no,4.16,3.57,55.1,1.17,18.75,0.36,0.41,0,1.82,2.03,1.6,3,0.22,0,0,1.6,0.15,1,0.07,0.14,0,0,14,1.02,35.71,14.286,0.07,1.02,21.43,0.88,25,0.15,0,0.15,1.82,48,5.83,38.75,1.39,1.68,0.36,17.94,0.8,1.02,23.34,76.25,7.07,65.98,5.54,93.42,6.05,72.29,21.08,80.62,1.24,47.06,16.25,18.75,0.05,0.58,0,0,0.15,100,0.29,2.55,62.86,1.53,42.86,0.29,75,0.73,0.22,3.5,62.5,0,,0,,0,0,0,0,,,0.15,,,0.29,0.07,100,0.44,1,100,England Premier League 2025-26,CF,Keep
E. Agbadou,Beşiktaş,Wolverhampton Wanderers,"CB, RCB",28,9000000,30/06/2030,14,1233,0,0.72,0,0.18,12.41,54.71,Côte d'Ivoire,Côte d'Ivoire,right,192,80,no,9.2,5.33,69.86,3.36,47.83,0.15,0.19,1.09,5.33,6.76,0.73,1,0.07,1,0.07,0.95,0,0,0,0.05,0,0,8,0.58,25,0,0,1.02,57.14,0,0,1.02,57.14,0.22,0.51,42.86,2.26,35.48,0.51,0.88,0,32.85,0.15,0.29,47.08,84.03,19.56,73.13,3.58,95.92,19.64,92.94,38.54,92.23,7.52,45.63,23.69,44.55,0.01,0.15,0,0.07,0,0,0.07,8.69,64.71,2.34,34.38,0.95,30.77,0.44,0.51,9.56,78.63,0,,0,,0,0,0,0,,,2.55,,,0.07,0.07,0,0,0,0,England Premier League 2025-26,CB,Keep
D. Ndoye,Nottingham Forest,Nottingham Forest,"RAMF, LAMF",25,22000000,30/06/2030,21,1225,1,0.84,1,1.53,20.94,44.21,Switzerland,"Switzerland, Senegal",right,184,79,no,6.61,5.8,58.23,1.91,30.77,0.29,0.38,0.22,2.94,3.83,1.1,1,0.07,0,0,3.82,0.07,1,0.07,0.06,1,0.07,14,1.03,28.57,7.143,0.07,3.16,32.56,1.62,40.91,1.54,23.81,0.44,4.56,53.23,10.95,39.6,3.01,3.09,0.37,16.75,1.91,1.25,22.92,71.15,4.41,53.33,6.83,93.55,6.54,66.29,18.96,79.46,1.03,28.57,16.44,16.55,0.11,0.51,0.07,0,0.07,100,0.37,1.54,66.67,2.72,37.84,0.15,50,0.73,0.96,3.6,61.22,0,,0,,0,0,0,0,,,0,,,0,0,0,0.29,0,0,England Premier League 2025-26,RAMF,Keep
W. Isidor,Sunderland,Sunderland,CF,25,4000000,30/06/2028,26,1225,4,5.16,0,0,16.75,25,France,"France, Haiti",right,186,78,no,2.2,2.28,48.39,6.17,25,0.07,0.09,0.07,1.03,1.2,0.96,2,0.15,0,0,1.47,0.29,4,0.29,0.38,1,0.07,34,2.5,32.35,11.765,0,0.22,0,0.07,0,0.15,0,0.07,1.32,50,4.85,21.21,3.67,0.66,0.37,6.54,1.47,0.29,6.61,67.78,1.4,52.63,1.76,83.33,1.69,69.57,6.1,71.08,0.29,50,11.5,3.37,0,0,0,0,0,0,0,1.18,50,0.29,50,0.15,50,0,0,1.03,42.86,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
F. Potts,West Ham United,West Ham United,"DMF, LDMF, RCMF",22,600000,30/06/2029,19,1214,0,0.3,1,0.61,11.79,57.23,England,England,right,183,70,no,7.56,4.52,60.66,2.74,62.16,0.82,0.91,0.3,4,4.48,0.96,1,0.07,0,0,0.37,0,0,0,0.02,0,0,3,0.22,66.67,0,0.07,0.74,10,0.07,0,0.67,11.11,0,0.37,40,2.3,48.39,0.52,0.67,0.15,25.21,0.07,1.04,35.44,83.05,12.31,68.67,4.45,96.67,12.53,91.72,31.43,89.39,3.26,38.64,18.1,30.9,0.04,0.3,0,0,0,0,0,5.41,75.34,1.04,14.29,0.3,0,0.15,0.15,5.41,57.53,0,,0,,0,0,0,0,,,0.22,,,1.04,0,0,1.85,0,0,England Premier League 2025-26,DMF,Keep
Lucas Pires,Burnley,Burnley,"LWB, LB",24,0,30/06/2028,14,1214,0,0.34,0,1.22,12.75,47.09,Brazil,Brazil,left,182,77,no,8.75,6.89,59.14,0.96,23.08,0,0,0.22,4.67,5.35,0.82,0,0,1,0.07,1.93,0,0,0,0.03,0,0,10,0.74,20,0,0,2.45,39.39,2.22,36.67,0.07,100,0.22,1.41,57.89,3.78,39.22,0.89,1.41,0.07,24.39,1.11,0.22,34.4,78.02,9.12,59.35,5.93,95,11.05,80.54,30.17,82.8,1.85,48,15.96,31.04,0.09,1.19,0.07,0,0,0,0.37,2.97,70,2.45,39.39,0,0,0.22,0.96,5.71,51.95,0,,0,,0,0,0,0,,,0.3,,,0.22,0,0,1.26,0,0,England Premier League 2025-26,LWB,Keep
S. Botman,Newcastle United,Newcastle United,"LCB, CB",26,45000000,30/06/2030,16,1211,1,2.13,0,0.37,15.46,61.06,Netherlands,Netherlands,left,193,81,no,6.54,3.79,70.59,7.28,59.18,0.37,0.53,0.52,3.49,4.96,0.59,1,0.07,0,0,0.3,0.07,1,0.07,0.16,1,0.07,8,0.59,37.5,12.5,0,0.07,100,0.07,100,0,0,0,0,0,0.97,38.46,1.04,0.07,0.07,30.84,0.22,0.52,47.12,91.8,19.84,85.77,1.86,92,21.26,96.5,43.18,94.66,3.86,59.62,17.37,27.2,0.03,0.15,0,0,0,0,0.07,3.27,79.55,0.15,50,0.22,33.33,0.22,0,6.84,65.22,0,,0,,0,0,0,0,,,1.11,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
S. Johnstone,Wolverhampton Wanderers,Wolverhampton Wanderers,GK,32,10000000,30/06/2028,12,1210,0,0,0,0,0.82,54.55,England,England,right,193,85,no,2.6,0.07,100,0.6,62.5,0,0,0,2.53,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36,0.15,0,23.58,79.81,16.21,71.56,0,0,6.69,98.89,9.3,99.2,14.21,67.54,40.29,51.15,0,0,0,0,0,0,0,5.5,55.41,0.45,0,0.45,33.33,0,0,10.34,81.29,24,1.79,68,5.06,0,64.71,20.86,1.55,-3.14,-0.234,0,2.31,0.6,,,,0,0,0,England Premier League 2025-26,GK,Keep
Beto,Everton,Everton,CF,28,20000000,30/06/2027,29,1208,4,6.26,0,0.32,29.58,28.46,Portugal,"Portugal, Guinea-Bissau",right,194,88,no,4.77,3.13,54.76,11.4,37.91,0.45,0.57,0,2.61,3.31,1.86,2,0.15,0,0,1.12,0.3,4,0.3,0.47,2,0.15,23,1.71,39.13,17.391,0,0.22,0,0.15,0,0.07,0,0,1.42,31.58,9.16,18.7,3.43,0.75,0.07,6.63,1.34,0.67,8.05,74.07,0.67,66.67,3.28,84.09,1.79,54.17,7.75,76.92,0.07,0,10.98,0.67,0.02,0.22,0,0.07,0,0,0.07,0.37,40,0.07,0,0,0,0.07,0,0.37,40,0,,0,,0,0,0,0,,,0,,,0.07,0,0,0,0,0,England Premier League 2025-26,CF,Keep
T. Livramento,Newcastle United,Newcastle United,"RB, LB",23,35000000,30/06/2028,13,1192,0,0.05,1,1.28,12.23,50.62,England,"England, Scotland",right,182,72,no,6.72,4.61,65.57,1.59,38.1,0.3,0.42,0.15,3.4,4.75,0.38,1,0.08,0,0,1.66,0,0,0,0,0,0,1,0.08,0,0,0.08,2.11,42.86,0.53,28.57,1.59,47.62,0.15,1.21,62.5,4.38,39.66,1.13,1.81,0.15,28.84,1.66,0.76,40.39,86.92,13.44,80.34,8,96.23,10.57,90.71,36.54,91.32,1.96,53.85,17.41,39.93,0.1,0.76,0.08,0.08,0,0,0.15,5.29,88.57,1.81,54.17,0.08,100,0.6,0.76,6.34,72.62,0,,0,,0,0,0,0,,,0.83,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
M. Ødegaard,Arsenal,Arsenal,"RCMF, AMF, CF",27,0,30/06/2028,20,1184,1,0.97,5,3.15,9.73,36.72,Norway,Norway,left,178,68,no,2.89,3.5,43.48,0.53,28.57,0.08,0.11,0,1.29,1.9,0.46,0,0,0,0,2.28,0.08,1,0.08,0.07,0,0,19,1.44,36.84,5.263,0.38,1.52,40,0.3,25,0.91,33.33,0.15,1.75,47.83,4.64,31.15,2.2,2.43,0.61,37.55,0.46,0.46,48.04,84.81,16.42,72.22,6.39,98.81,17.18,92.04,43.25,89.1,3.27,48.84,18.16,21.94,0.24,1.6,0.08,0.08,0.84,36.36,0.99,7.91,75,6.08,55,1.9,24,2.89,0.61,7.68,90.1,0,,0,,0,0,0,0,,,0.76,,,0.53,0,0,0.38,0,0,England Premier League 2025-26,RCMF,Keep
E. Kroupi,Bournemouth,Bournemouth,"AMF, CF",19,0,30/06/2030,24,1180,8,4.6,0,0.79,10.98,28.47,France,"France, Côte d'Ivoire",right,179,70,no,3.2,2.67,40,1.45,42.11,0.08,0.11,0,2.06,2.93,0.99,3,0.23,0,0,1.98,0.61,8,0.61,0.35,1,0.08,29,2.21,51.72,27.586,0,0.61,25,0.38,40,0.15,0,0,1.68,36.36,5.03,24.24,3.05,0.84,0.08,17.62,1.45,0.53,22.04,72.66,4.65,52.46,5.26,89.86,6.64,75.86,20.14,76.52,1.3,35.29,13.64,19.18,0.06,0.61,0,0.08,0.15,50,0.46,2.06,62.96,0.99,30.77,0.15,50,0.69,0.15,2.67,54.29,0,,0,,0,0,0,0,,,0.15,,,0,0,0,0.08,0,0,England Premier League 2025-26,AMF,Keep
B. Humphreys,Burnley,Burnley,"LCB, RCB, LWB",22,4800000,30/06/2027,13,1177,0,0.59,0,0.5,13.15,51.16,England,"England, Uganda",left,186,79,no,7.95,5.43,64.79,3.59,55.32,0.31,0.34,0.46,4.13,4.54,0.92,5,0.38,0,0,0.61,0,0,0,0.04,0,0,6,0.46,16.67,0,0,1.15,26.67,0.84,27.27,0.31,25,0.08,0.38,60,2.22,37.93,0.99,1.3,0,31.2,0.15,0.46,43.59,80,19.35,70.75,4.51,93.22,13.46,86.93,37.32,86.48,5.12,44.78,18.63,34.37,0.04,0.31,0.15,0,0.08,0,0.15,5.43,69.01,1.38,27.78,0.61,25,0.23,0.23,8.26,54.63,0,,0,,0,0,0,0,,,1.15,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
H. Maguire,Manchester United,Manchester United,"RCB, CB, LCB",33,18000000,30/06/2026,16,1161,1,1.26,1,0.38,10.85,65,England,England,right,194,100,no,4.88,2.17,75,4.26,74.55,0.08,0.1,0.31,3.18,4.18,0.78,2,0.16,0,0,0.39,0.08,1,0.08,0.1,1,0.08,8,0.62,25,12.5,0.08,0.08,0,0,0,0.08,0,0,0.31,75,0.85,54.55,1.01,1.16,0,27.29,0.54,0.93,39.69,87.3,14.11,69.78,2.02,100,18.6,97.92,36.59,91.74,3.02,35.9,22.45,30.77,0.03,0.08,0,0,0,0,0.08,3.95,60.78,0.47,0,0.31,0,0.16,0,5.19,65.67,0,,0,,0,0,0,0,,,1.47,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
C. Wilson,West Ham United,West Ham United,CF,34,13000000,30/06/2026,24,1157,5,5.61,1,0.95,19.52,27.49,England,England,right,180,66,no,1.56,1.71,54.55,4.9,25.4,0,0,0.16,0.62,0.75,0.62,0,0,0,0,1.48,0.39,5,0.39,0.44,2,0.16,25,1.94,48,20,0.08,0.62,12.5,0.31,0,0.31,25,0.08,1.4,33.33,7.08,24.18,3.81,0.7,0.16,5.91,0.93,0.7,9.1,64.96,1.32,47.06,2.41,64.52,2.33,70,8.25,70.75,0.31,25,14.39,5.02,0.07,0.54,0,0,0.08,0,0.16,0.62,75,0.62,50,0.08,0,0.62,0,0.86,36.36,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
Toti,Wolverhampton Wanderers,Wolverhampton Wanderers,LCB,27,20000000,30/06/2029,14,1155,0,0.43,0,0.33,9.43,57.02,Guinea-Bissau,"Guinea-Bissau, Portugal",left,187,72,no,7.48,3.82,59.18,2.03,53.85,0.55,0.64,0.7,4.68,5.52,0.7,2,0.16,1,0.08,0.62,0,0,0,0.03,0,0,3,0.23,33.33,0,0,0.7,33.33,0.7,33.33,0,0,0,0.47,66.67,1.79,65.22,0.39,1.01,0,32.88,0.23,0.62,46.21,87.18,18.23,77.78,4.29,94.55,16.52,95.28,40.91,92.57,4.68,48.33,17.43,31.77,0.03,0.39,0,0,0,0,0.16,5.06,70.77,1.01,30.77,0.39,20,0.16,0.16,7.17,69.57,0,,0,,0,0,0,0,,,1.87,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
Mikel Merino,Arsenal,Arsenal,"CF, LCMF, RCMF",29,50000000,30/06/2028,21,1153,4,4.62,2,0.9,21.39,45.26,Spain,Spain,left,189,83,no,6.63,5.62,66.67,6.79,35.63,0.39,0.63,0.08,2.5,4.03,1.56,1,0.08,0,0,1.09,0.31,4,0.31,0.36,3,0.23,20,1.56,40,20,0.16,0.55,14.29,0.31,25,0.23,0,0.08,0.39,80,5.54,42.25,2.19,0.62,0,18.27,0.55,1.56,27.09,77.81,8.2,64.76,5.62,87.5,7.42,84.21,24.82,81.13,1.72,50,15.26,20.46,0.07,0.7,0.16,0,0.31,25,0.23,3.28,66.67,1.8,39.13,0.31,50,0.7,0.08,3.43,65.91,0,,0,,0,0,0,0,,,0.08,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
T. Iroegbunam,Everton,Everton,"RDMF, LDMF, RCMF",22,4000000,30/06/2027,21,1152,0,0.38,1,0.54,19.06,53.69,England,"England, Nigeria",right,183,70,no,11.48,7.73,72.73,1.88,45.83,1.64,1.91,0.63,4.22,4.92,1.64,8,0.63,0,0,1.25,0,0,0,0.03,0,0,8,0.63,12.5,0,0.08,0.39,20,0.23,0,0.08,100,0.08,2.03,53.85,7.58,39.18,1.02,1.17,0.39,15.78,0.16,1.09,26.8,83.38,6.17,68.35,3.98,92.16,10.39,87.97,25.16,85.4,1.25,62.5,14.97,13.76,0.04,0.23,0.08,0,0.08,0,0.08,2.97,68.42,0.47,50,0.16,0,0.23,0.08,2.89,67.57,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,RDMF,Keep
D. Brooks,Bournemouth,Bournemouth,"RAMF, LAMF",28,8000000,30/06/2029,23,1147,1,5.33,2,3.62,14.44,45.11,England,"England, Wales",left,173,67,no,4.63,4.94,50.79,1.33,23.53,0.39,0.57,0,1.73,2.5,0.86,7,0.55,0,0,4,0.08,1,0.08,0.42,0,0,38,2.98,31.58,2.632,0.16,3.37,25.58,1.41,11.11,1.8,34.78,1.1,3.45,61.36,6.83,48.28,5.26,2.67,0.24,24.64,1.33,0.94,32.09,74.08,8.79,65.18,6.51,92.77,10.91,76.26,27.07,81.45,1.73,50,18.5,22.77,0.28,1.57,0.08,0,0.24,33.33,1.1,3.84,73.47,3.45,36.36,0.39,60,1.33,1.1,6.43,69.51,0,,0,,0,0,0,0,,,0.16,,,0.86,0.16,50,1.33,0,0,England Premier League 2025-26,RAMF,Keep
N. Savona,Nottingham Forest,Nottingham Forest,RB,22,200000,30/06/2030,14,1146,2,1.17,0,0.65,11.54,51.02,Italy,Italy,right,192,78,no,7.7,6.52,59.04,0.94,50,0.24,0.29,0.24,3.61,4.44,0.94,2,0.16,0,0,1.57,0.16,2,0.16,0.09,0,0,4,0.31,75,50,0,2.12,44.44,0,0,2.12,44.44,0.31,0.86,45.45,2.12,51.85,0.79,0.47,0.08,24.19,0.71,0.39,32.83,81.1,12.64,70.81,6.28,96.25,7.85,85,27.41,88.25,3.3,45.24,17.28,29.42,0.05,0.39,0,0,0,0,0.31,3.53,68.89,2.12,48.15,0.63,25,0.24,0.86,5.73,63.01,0,,0,,0,0,0,0,,,1.49,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
J. Bellegarde,Wolverhampton Wanderers,Wolverhampton Wanderers,"AMF, LWF, LCMF",27,15000000,30/06/2028,21,1130,1,1.38,0,0.3,19.19,44.81,France,"France, Haiti",right,172,70,no,5.65,5.81,56.16,2.15,25.93,0.16,0.2,0.24,2.23,2.74,1.19,4,0.32,0,0,2.31,0.08,1,0.08,0.11,0,0,20,1.59,35,5,0,1.12,28.57,0.48,16.67,0.64,37.5,0.08,2.47,58.06,9,43.36,1.27,2.23,0.32,21.35,0.72,2.31,27.96,78.63,9.08,69.3,6.53,97.56,9.08,78.07,24.21,84.54,2.79,45.71,17.31,30.52,0.02,0.4,0,0,0,0,0.32,3.98,82,2.87,50,0.56,42.86,1.51,0.24,4.62,72.41,0,,0,,0,0,0,0,,,0.4,,,0.56,0.16,50,0.4,0,0,England Premier League 2025-26,AMF,Keep
J. Hinshelwood,Brighton,Brighton,"LDMF, AMF, RDMF",20,16000000,30/06/2029,18,1129,1,1.42,2,0.52,9.81,43.09,England,England,right,181,73,no,4.22,3.59,42.22,2.07,50,0.4,0.54,0.32,2.31,3.11,1.91,0,0,0,0,0.8,0.08,1,0.08,0.11,0,0,18,1.43,27.78,5.556,0.16,0.48,16.67,0.08,0,0.32,25,0.08,0.16,100,1.99,32,1.75,1.04,0.16,25.35,1.04,0.4,33.72,82.74,9.17,66.96,4.54,94.74,12.75,88.75,31.41,86.04,1.91,41.67,15.5,28.79,0.04,0.32,0,0,0.16,100,0.24,3.99,62,1.28,43.75,0.08,100,0.56,0.08,4.07,66.67,0,,0,,0,0,0,0,,,0.48,,,0,0,0,0,0,0,England Premier League 2025-26,LDMF,Keep
Z. Flemming,Burnley,Burnley,CF,27,4200000,30/06/2029,20,1126,7,4.62,0,0.03,26.86,32.14,Netherlands,Netherlands,right,185,85,no,3.68,3.36,47.62,9.35,36.75,0.16,0.19,0.16,1.92,2.26,2.08,3,0.24,0,0,1.36,0.56,5,0.4,0.37,3,0.24,28,2.24,50,25,0,0.24,33.33,0.08,100,0.16,0,0,0.32,50,7.27,29.67,2.88,0.24,0,8.95,1.36,1.2,11.99,68,3.6,48.89,3.84,83.33,2.64,75.76,10.79,70.37,0.96,50,12.72,11.75,0,0.08,0.16,0.08,0.08,0,0,1.52,52.63,0.88,36.36,0.24,0,0.32,0.08,1.36,76.47,0,,0,,0,0,0,0,,,0,,,0.08,0.08,100,0,2,100,England Premier League 2025-26,CF,Keep
W. Odobert,Tottenham Hotspur,Tottenham Hotspur,"LAMF, RAMF, LW",21,0,30/06/2029,24,1123,0,2.4,2,2.35,15.79,40.1,France,"France, Martinique",right,185,76,no,3.37,3.13,69.23,1.28,25,0.08,0.12,0,1.12,1.74,0.16,0,0,0,0,3.29,0,0,0,0.19,0,0,18,1.44,44.44,0,0.16,2.72,32.35,1.92,29.17,0.8,40,0.4,3.45,51.16,9.46,32.2,2.8,3.45,0.72,20.6,1.36,0.8,28.69,81.84,7.61,81.05,7.13,97.75,7.13,71.91,25.24,87.94,0.72,55.56,14.89,10.63,0.19,1.36,0.16,0.08,0,0,0.72,2.08,88.46,2.8,48.57,0,0,1.12,0.96,4.49,75,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0,0,0,England Premier League 2025-26,LAMF,Keep
Andrey Santos,Chelsea,Chelsea,"LDMF, RDMF, AMF",21,15000000,30/06/2030,22,1108,0,1.28,0,0.33,12.1,60.4,Brazil,Brazil,right,180,73,no,8.04,4.47,72.73,2.76,47.06,0.65,1.07,0.41,4.14,6.8,0.97,4,0.32,0,0,0.41,0,0,0,0.1,0,0,8,0.65,12.5,0,0,0.16,0,0,0,0.16,0,0,0.32,100,2.52,61.29,0.97,0.65,0,38.42,0.16,1.62,49.47,91.13,14.13,82.76,6.25,96.1,18.6,96.07,47.52,92.82,1.87,52.17,15.18,16.39,0.03,0.41,0.16,0.08,0,0,0.08,6.34,82.05,0.49,100,0.24,33.33,0.57,0,5.6,73.91,0,,0,,0,0,0,0,,,0.81,,,0,0,0,0,0,0,England Premier League 2025-26,LDMF,Keep
J. King,Fulham,Fulham,"AMF, CF",19,0,30/06/2029,23,1108,0,2.22,0,0.37,18.44,42.73,England,England,,0,0,no,4.71,4.63,59.65,1.54,26.32,0,0,0.16,1.95,2.59,0.81,3,0.24,0,0,2.6,0,0,0,0.18,0,0,19,1.54,42.11,0,0,0.97,8.33,0.49,16.67,0.41,0,0.24,3.01,62.16,8.94,38.18,3.66,2.92,0.49,16.9,1.62,1.62,20.14,79.84,6.09,72,4.22,98.08,4.71,77.59,18.84,84.48,0.32,25,16.76,6.01,0.03,0.49,0,0,0,0,0.32,1.79,63.64,0.89,63.64,0,0,0.97,0.08,2.19,62.96,0,,0,,0,0,0,0,,,0.49,,,0,0,0,0,0,0,England Premier League 2025-26,AMF,Keep
K. Mainoo,Manchester United,Manchester United,"LDMF, LCMF, RDMF",20,55000000,30/06/2027,20,1104,0,0.21,1,0.6,15.65,43.75,England,"England, Ghana",right,175,65,no,5.54,3.75,58.7,3.02,27.03,0.24,0.35,0.33,3.1,4.42,0.73,0,0,0,0,1.3,0,0,0,0.02,0,0,8,0.65,25,0,0.08,0.9,54.55,0.33,50,0.49,50,0.33,1.55,42.11,6.44,37.97,0.73,1.63,0.08,36.6,0.41,1.14,46.3,91.02,11.17,81.02,9.78,95,13.94,93.57,43.7,93.1,1.71,57.14,12.12,18.68,0.05,1.06,0.16,0,0.16,0,0.41,5.14,88.89,1.3,68.75,0.49,33.33,0.65,0.49,4.4,64.81,0,,0,,0,0,0,0,,,0.33,,,0,0,0,0.08,0,0,England Premier League 2025-26,LDMF,Keep
