Dribbles per 90,"Successful dribbles, %","Offensive duels won, %",Successful attacking actions per 90,Key passes per 90,Through passes per 90,Deep completions per 90,Crosses per 90,Non-penalty goals per 90,xG per 90,"Goal conversion, %",Touches in box per 90,Received long passes per 90,Received passes per 90,Passes per 90
4.02,62.07,46.99,4.71,0.42,0.83,1.11,3.18,0.14,0.56,18.182,3.74,2.08,21.46,26.45
