Dribbles per 90,"Successful dribbles, %","Offensive duels won, %",Successful attacking actions per 90,Key passes per 90,Through passes per 90,Deep completions per 90,Crosses per 90,Non-penalty goals per 90,xG per 90,"Goal conversion, %",Touches in box per 90,Received long passes per 90,Received passes per 90,Passes per 90
78,75,86,87,71,100,83,87,33,92,65,54,86,80,74
